method,half_t_scale_quantile,selection_objective,observation_noise_scale,cut_fraction,cut_n,mean_cut_n,cut_counts,true_cut_fraction,true_cut_n,true_cut_fraction_mean,true_cut_fraction_std,true_cut_counts,stage1_score,stage2_score,stage1_direction,stage2_direction,merged_direction,stage1_gain,stage2_gain,split_gain_sum,split_gain_weighted_mean,merged_gain,split_score_sum,split_score_weighted_mean,merged_score,stage1_activation_margin,stage2_activation_margin,stage1_total_margin,stage2_total_margin,split_total_margin,split_activation_margin_sum,split_activation_margin,merged_activation_margin,merged_total_margin,stage1_selected_active,stage2_selected_active,merged_selected_active,stage1_selected_nll,stage2_selected_nll,merged_selected_nll,stage1_selected_loglik,stage2_selected_loglik,split_selected_nll_sum,split_selected_nll_weighted_mean,split_selected_loglik,merged_selected_loglik,stage1_active_loglik,stage2_active_loglik,split_active_loglik,merged_active_loglik,selection_value,stage1_active_nll,stage2_active_nll,stage1_baseline_nll,stage2_baseline_nll,stage1_b,stage2_b,stage1_slack_scale,stage2_slack_scale,stage1_slack_scale_raw,stage2_slack_scale_raw,stage1_baseline_scale,stage2_baseline_scale,stage1_baseline_fit,stage2_baseline_fit,stage1_n,stage2_n,stage1_n_used,stage2_n_used
seg_q05,0.9,active-loglik,0.003,0.11627906976744186,5,5.0,5,0.6976744186046512,30,0.6976744186046512,0.0,30,0.08973388345142641,-0.30733728025301327,lower,lower,lower,-0.08973388345142641,0.30733728025301327,11.230147232357371,0.2611662147059854,0.28834982409806575,-11.230147232357371,-0.2611662147059854,-0.28834982409806575,0.0,0.10733728025301326,0.0,4.078816649614504,4.078816649614504,4.078816649614504,0.09485620115382568,0.08834982409806574,3.799042436216827,0,1,1,-0.8576482132768131,0.29319828482062377,0.5432120183709248,4.2882410663840655,-11.141534823183703,6.853293756799637,0.15937892457673575,-6.853293756799637,-23.35811678994977,0.0,-11.141534823183703,-11.141534823183703,-23.35811678994977,-11.141534823183703,-0.7679143298253867,0.29319828482062377,-0.8576482132768131,0.600535565073637,1.9735607229480405,0.5784109649577254,0.12424932002218635,0.5689739075815627,0.12424932002218635,0.5689739075815627,0.09334300053653075,0.3954745490355357,mle,mle,5,38,5,38
seg_q05,0.9,active-loglik,0.003,0.13953488372093023,6,6.0,6,0.6976744186046512,30,0.6976744186046512,0.0,30,0.07022613137353106,-0.31137420542982797,lower,lower,lower,-0.07022613137353106,0.31137420542982797,11.099488812662447,0.2581276468061034,0.28834982409806575,-11.099488812662447,-0.2581276468061034,-0.28834982409806575,0.0,0.11137420542982795,0.0,4.1208456009036345,4.1208456009036345,4.1208456009036345,0.09583361862566592,0.08834982409806574,3.799042436216827,0,1,1,-0.675380097667977,0.23765149250503062,0.5432120183709248,4.052280586007862,-8.793105222686133,4.740824636678271,0.11025173573670398,-4.740824636678271,-23.35811678994977,0.0,-8.793105222686133,-8.793105222686133,-23.35811678994977,-8.793105222686133,-0.605153966294446,0.23765149250503062,-0.675380097667977,0.5490256979348586,1.9094529198490753,0.5782341914568432,0.15438690671829966,0.5400443799775325,0.15438690671829966,0.5400443799775325,0.11191361649055892,0.3752556918585616,mle,mle,6,37,6,37
seg_q05,0.9,active-loglik,0.003,0.16279069767441862,7,7.0,7,0.6976744186046512,30,0.6976744186046512,0.0,30,0.054323179494245144,-0.31550102785076783,lower,lower,lower,-0.054323179494245144,0.31550102785076783,10.977774746167926,0.25529708712018434,0.28834982409806575,-10.977774746167926,-0.25529708712018434,-0.28834982409806575,0.0,0.11550102785076782,0.0,4.158037002627641,4.158037002627641,4.158037002627641,0.09669853494482887,0.08834982409806574,3.799042436216827,0,1,1,-0.5247959455170205,0.1798352026808544,0.5432120183709248,3.6735716186191434,-6.474067296510759,2.8004956778916155,0.06512780646259571,-2.8004956778916155,-23.35811678994977,0.0,-6.474067296510759,-6.474067296510759,-23.35811678994977,-6.474067296510759,-0.4704727660227753,0.1798352026808544,-0.5247959455170205,0.49533623053162223,1.846604297295904,0.578057417955961,0.18385987039880936,0.5114810287587382,0.18385987039880936,0.5114810287587382,0.13004466390642347,0.3552402290815935,mle,mle,7,36,7,36
seg_q05,0.9,active-loglik,0.003,0.18604651162790697,8,8.0,8,0.6976744186046512,30,0.6976744186046512,0.0,30,0.04132792386572337,-0.31972612449731536,lower,lower,lower,-0.04132792386572337,0.31972612449731536,10.85979096648025,0.2525532782902384,0.28834982409806575,-10.85979096648025,-0.2525532782902384,-0.28834982409806575,0.0,0.11972612449731534,0.0,4.190414357406037,4.190414357406037,4.190414357406037,0.09745149668386133,0.08834982409806574,3.799042436216827,0,1,1,-0.3971806201215746,0.1194496089883541,0.5432120183709248,3.177444960972597,-4.1807363145923935,1.0032913536197965,0.0233323570609255,-1.0032913536197965,-23.35811678994977,0.0,-4.1807363145923935,-4.1807363145923935,-23.35811678994977,-4.1807363145923935,-0.35585269625585125,0.1194496089883541,-0.3971806201215746,0.43917573348566946,1.7851650816677194,0.5778806444550789,0.21258891829708576,0.48313907241973925,0.21258891829708576,0.48313907241973925,0.14770726517125304,0.3354095565107069,mle,mle,8,35,8,35
seg_q05,0.9,active-loglik,0.003,0.20930232558139536,9,9.0,9,0.6976744186046512,30,0.6976744186046512,0.0,30,0.03166565721514836,-0.3240468121608773,lower,lower,lower,-0.03166565721514836,0.3240468121608773,10.732600698533492,0.24959536508217423,0.28834982409806575,-10.732600698533492,-0.24959536508217423,-0.28834982409806575,0.0,0.12404681216087726,0.0,4.217591613469827,4.217591613469827,4.217591613469827,0.09808352589464713,0.08834982409806574,3.799042436216827,0,1,1,-0.28650349533909547,0.05621017830753281,0.5432120183709248,2.5785314580518595,-1.9111460624561156,-0.6673853955957438,-0.015520590595249857,0.6673853955957438,-23.35811678994977,0.0,-1.9111460624561156,-1.9111460624561156,-23.35811678994977,-1.9111460624561156,-0.2548378381239471,0.05621017830753281,-0.28650349533909547,0.3802569904684101,1.724877344878919,0.5777038709541967,0.24071019049457673,0.45498973652966235,0.24071019049457673,0.45498973652966235,0.16495789124844742,0.3157592666478918,mle,mle,9,34,9,34
seg_q05,0.9,active-loglik,0.003,0.23255813953488372,10,10.0,10,0.6976744186046512,30,0.6976744186046512,0.0,30,0.02356053371064734,-0.3284155175883891,lower,lower,lower,-0.02356053371064734,0.3284155175883891,10.602106743310367,0.2465606219374504,0.28834982409806575,-10.602106743310367,-0.2465606219374504,-0.28834982409806575,0.0,0.1284155175883891,0.0,4.23771208041684,4.23771208041684,4.23771208041684,0.0985514437306242,0.08834982409806574,3.799042436216827,0,1,1,-0.18895979629111406,-0.010187596603211528,0.5432120183709248,1.8895979629111406,0.3361906879059804,-2.2257886508171207,-0.051762526763188856,2.2257886508171207,-23.35811678994977,0.0,0.3361906879059804,0.3361906879059804,-23.35811678994977,0.3361906879059804,-0.16539926258046672,-0.010187596603211528,-0.18895979629111406,0.3182279209851776,1.6656515073776852,0.5775270974533145,0.2682709690367874,0.4271163714313558,0.2682709690367874,0.4271163714313558,0.18182426371775287,0.296284390546067,mle,mle,10,33,10,33
seg_q05,0.9,active-loglik,0.003,0.2558139534883721,11,11.0,11,0.6976744186046512,30,0.6976744186046512,0.0,30,0.016812387989356456,-0.3328139008838772,lower,lower,lower,-0.016812387989356456,0.3328139008838772,10.465108560401148,0.24337461768374763,0.28834982409806575,-10.465108560401148,-0.24337461768374763,-0.28834982409806575,0.0,0.13281390088387718,0.0,4.25004482828407,4.25004482828407,4.25004482828407,0.09883825182055976,0.08834982409806574,3.799042436216827,0,1,1,-0.10185732542248083,-0.08012702312067994,0.5432120183709248,1.120430579647289,2.564064739861758,-3.6844953195090473,-0.0856859376630011,3.6844953195090473,-23.35811678994977,0.0,2.564064739861758,2.564064739861758,-23.35811678994977,2.564064739861758,-0.08504493743312437,-0.08012702312067994,-0.10185732542248083,0.25268687776319726,1.6074634757122745,0.5773503239524324,0.2952839709741897,0.3994973861718979,0.2952839709741897,0.3994973861718979,0.1983368998609776,0.2769858115101063,mle,mle,11,32,11,32
seg_q05,0.9,active-loglik,0.003,0.27906976744186046,12,12.0,12,0.6976744186046512,30,0.6976744186046512,0.0,30,0.011642134168764693,-0.3372071541488696,lower,lower,lower,-0.011642134168764693,0.3372071541488696,10.313716168589782,0.23985386438580888,0.28834982409806575,-10.313716168589782,-0.23985386438580888,-0.28834982409806575,0.0,0.13720715414886958,0.0,4.253421778614957,4.253421778614957,4.253421778614957,0.09891678554918504,0.08834982409806574,3.799042436216827,0,1,1,-0.023085045118815428,-0.15398055777712816,0.5432120183709248,0.27702054142578514,4.773397291090973,-5.050417832516758,-0.11745157750038972,5.050417832516758,-23.35811678994977,0.0,4.773397291090973,4.773397291090973,-23.35811678994977,4.773397291090973,-0.011442910950050735,-0.15398055777712816,-0.023085045118815428,0.1832265963717414,1.5500985582313385,0.5771735504515503,0.3218855205655364,0.37219067348674634,0.3218855205655364,0.37219067348674634,0.21455428085202938,0.2578797198349889,mle,mle,12,31,12,31
seg_q05,0.9,active-loglik,0.003,0.3023255813953488,13,13.0,13,0.6976744186046512,30,0.6976744186046512,0.0,30,0.008083238651188415,-0.34155466491278375,lower,lower,lower,-0.008083238651188415,0.34155466491278375,10.141557844918063,0.23585018243995495,0.28834982409806575,-10.141557844918063,-0.23585018243995495,-0.28834982409806575,0.0,0.14155466491278373,0.0,4.246639947383512,4.246639947383512,4.246639947383512,0.0987590685438026,0.08834982409806574,3.799042436216827,0,1,1,0.0490243807749767,-0.23209456360968123,0.5432120183709248,-0.6373169500746971,6.962836908290437,-6.3255199582157395,-0.14710511530734277,6.3255199582157395,-23.35811678994977,0.0,6.962836908290437,6.962836908290437,-23.35811678994977,6.962836908290437,0.057107619426165115,-0.23209456360968123,0.0490243807749767,0.10946010130310253,1.4932255943306811,0.5769967769506681,0.34822740630394794,0.34529725528731087,0.34822740630394794,0.34529725528731087,0.2305534339356067,0.23899899012656003,mle,mle,13,30,13,30
seg_q05,0.9,active-loglik,0.003,0.32558139534883723,14,14.0,14,0.6976744186046512,30,0.6976744186046512,0.0,30,0.0049387363838024195,-0.3457189695526627,lower,lower,lower,-0.0049387363838024195,0.3457189695526627,9.956707807653984,0.23155134436404615,0.28834982409806575,-9.956707807653984,-0.23155134436404615,-0.28834982409806575,0.0,0.14571896955266267,0.0,4.225850117027218,4.225850117027218,4.225850117027218,0.09827558411691203,0.08834982409806574,3.799042436216827,0,1,1,0.11549996549736474,-0.31483843107681503,0.5432120183709248,-1.6169995169631064,9.130314501227636,-7.513314984264529,-0.1747282554480123,7.513314984264529,-23.35811678994977,0.0,9.130314501227636,9.130314501227636,-23.35811678994977,9.130314501227636,0.12043870188116716,-0.31483843107681503,0.11549996549736474,0.030880538475847638,1.4367676011340584,0.5768200034497859,0.37435026143422007,0.3190213481350336,0.37435026143422007,0.3190213481350336,0.24635628619226882,0.22036851536361374,mle,mle,14,29,14,29
