method,half_t_scale_quantile,selection_objective,observation_noise_scale,cut_fraction,cut_n,mean_cut_n,cut_counts,true_cut_fraction,true_cut_n,true_cut_fraction_mean,true_cut_fraction_std,true_cut_counts,stage1_score,stage2_score,stage1_direction,stage2_direction,merged_direction,stage1_gain,stage2_gain,split_gain_sum,split_gain_weighted_mean,merged_gain,split_score_sum,split_score_weighted_mean,merged_score,stage1_activation_margin,stage2_activation_margin,stage1_total_margin,stage2_total_margin,split_total_margin,split_activation_margin_sum,split_activation_margin,merged_activation_margin,merged_total_margin,stage1_selected_active,stage2_selected_active,merged_selected_active,stage1_selected_nll,stage2_selected_nll,merged_selected_nll,stage1_selected_loglik,stage2_selected_loglik,split_selected_nll_sum,split_selected_nll_weighted_mean,split_selected_loglik,merged_selected_loglik,stage1_active_loglik,stage2_active_loglik,split_active_loglik,merged_active_loglik,selection_value,stage1_active_nll,stage2_active_nll,stage1_baseline_nll,stage2_baseline_nll,stage1_b,stage2_b,stage1_slack_scale,stage2_slack_scale,stage1_slack_scale_raw,stage2_slack_scale_raw,stage1_baseline_scale,stage2_baseline_scale,stage1_baseline_fit,stage2_baseline_fit,stage1_n,stage2_n,stage1_n_used,stage2_n_used
seg_q05,0.9,active-loglik,0.03,0.06172839506172839,5,5.0,5,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.40920439161654154,1.156379350457438,lower,lower,lower,0.40920439161654154,-1.156379350457438,-85.83880867668259,-1.0597383787244765,-0.7031337244849345,85.83880867668259,1.0597383787244765,0.7031337244849345,0.2592043916165415,0.0,1.2960219580827075,0.0,1.2960219580827075,1.2960219580827075,0.016000271087440832,0.0,0.0,1,0,0,-0.6755639227190208,2.1921200392744904,2.571889800700079,3.3778196135951037,-166.60112298486126,163.22330337126616,2.0151025107563725,-163.22330337126616,-208.32307385670643,3.3778196135951037,0.0,3.3778196135951037,0.0,3.3778196135951037,-0.6755639227190208,3.3484993897319284,-0.26635953110247923,2.1921200392744904,-4.85679276149372,-4.590225303327156,0.18760017483883593,5.500275995166555,0.18760017483883593,5.500275995166555,0.17127648726364464,1.1639051106748781,mle,mle,5,76,5,76
seg_q05,0.9,active-loglik,0.03,0.07407407407407407,6,6.0,6,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.46663344199560863,1.282247142444537,lower,lower,lower,0.46663344199560863,-1.282247142444537,-93.36873503136661,-1.1527004324860075,-0.7031337244849345,93.36873503136661,1.1527004324860075,0.7031337244849345,0.3166334419956086,0.0,1.8998006519736517,0.0,1.8998006519736517,1.8998006519736517,0.023454329036711748,0.0,0.0,1,0,0,-0.7859495239055954,2.0733037634349096,2.571889800700079,4.715697143433572,-155.4977822576182,150.78208511418464,1.861507223631909,-150.78208511418464,-208.32307385670643,4.715697143433572,0.0,4.715697143433572,0.0,4.715697143433572,-0.7859495239055954,3.3555509058794466,-0.3193160819099867,2.0733037634349096,-4.85679276149372,-4.501369483938301,0.18760017483883593,5.454362191079388,0.18760017483883593,5.454362191079388,0.1591952226232508,1.0071756716852756,mle,mle,6,75,6,75
seg_q05,0.9,active-loglik,0.03,0.08641975308641975,7,7.0,7,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.48467139738903864,1.4191211166778777,lower,lower,lower,0.48467139738903864,-1.4191211166778777,-101.62226285243968,-1.2545958376844404,-0.7031337244849345,101.62226285243968,1.2545958376844404,0.7031337244849345,0.3346713973890386,0.0,2.34269978172327,0.0,2.34269978172327,2.34269978172327,0.02892221952744778,0.0,0.0,1,0,0,-0.8647963818960057,1.9389942573127028,2.571889800700079,6.05357467327204,-143.48557504114,137.43200036786797,1.6966913625662712,-137.43200036786797,-208.32307385670643,6.05357467327204,0.0,6.05357467327204,0.0,6.05357467327204,-0.8647963818960057,3.3581153739905805,-0.3801249845069671,1.9389942573127028,-4.85679276149372,-4.096173065887617,0.18760017483883593,5.241476904353951,0.18760017483883593,5.241476904353951,0.145839374210525,0.882357898685975,mle,mle,7,74,7,74
seg_q05,0.9,active-loglik,0.03,0.09876543209876543,8,8.0,8,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.4344619278590256,1.5567212342296184,lower,lower,lower,0.4344619278590256,-1.5567212342296184,-110.16495467588993,-1.3600611688381472,-0.7031337244849345,110.16495467588993,1.3600611688381472,0.7031337244849345,0.2844619278590256,0.0,2.2756954228722046,0.0,2.2756954228722046,2.2756954228722046,0.028095005220644502,0.0,0.0,1,0,0,-0.7169585231639862,1.7934860758878788,2.571889800700079,5.73566818531189,-130.92448353981516,125.18881535450326,1.5455409303025094,-125.18881535450326,-208.32307385670643,5.73566818531189,0.0,5.73566818531189,0.0,5.73566818531189,-0.7169585231639862,3.350207310117497,-0.28249659530496063,1.7934860758878788,-4.85679276149372,-2.4775500477197685,0.18760017483883593,4.388118534656114,0.18760017483883593,4.388118534656114,0.1675481332115722,0.7834779117632321,mle,mle,8,73,8,73
seg_q05,0.9,active-loglik,0.03,0.1111111111111111,9,9.0,9,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.3547393018186237,1.9557172140499075,lower,lower,lower,0.3547393018186237,-1.9557172140499075,-137.61898569522575,-1.6989998233978487,-0.7031337244849345,137.61898569522575,1.6989998233978487,0.7031337244849345,0.20473930181862368,0.0,1.842653716367613,0.0,1.842653716367613,1.842653716367613,0.02274881131318041,0.0,0.0,1,0,0,-0.601973521927971,1.6334759560065018,2.571889800700079,5.4177616973517395,-117.61026883246812,112.19250713511639,1.385092680680449,-112.19250713511639,-208.32307385670643,5.4177616973517395,0.0,5.4177616973517395,0.0,5.4177616973517395,-0.601973521927971,3.5891931700564093,-0.24723422010934737,1.6334759560065018,-4.85679276149372,1.810357311439296,0.18760017483883593,2.1258535437918025,0.18760017483883593,2.1258535437918025,0.1757507700276289,0.7036222532475669,mle,mle,9,72,9,72
seg_q05,0.9,active-loglik,0.03,0.12345679012345678,10,10.0,10,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.40920439161654143,3.9297391136022286,lower,lower,lower,0.40920439161654143,-3.9297391136022286,-274.9194331495928,-3.3940670759208986,-0.7031337244849345,274.9194331495928,3.3940670759208986,0.7031337244849345,0.2592043916165414,0.0,2.592043916165414,0.0,2.592043916165414,2.592043916165414,0.03200054217488166,0.0,0.0,1,0,0,-0.6755639227190209,1.455194180910557,2.571889800700079,6.755639227190208,-103.31878684464955,96.56314761745935,1.1921376249069056,-96.56314761745935,-208.32307385670643,6.755639227190208,0.0,6.755639227190208,0.0,6.755639227190208,-0.6755639227190209,5.384933294512786,-0.26635953110247945,1.455194180910557,-4.85679276149372,4.5547686062829795,0.18760017483883593,0.6782795138577903,0.18760017483883593,0.6782795138577903,0.17127648651873015,0.6377164433721599,mle,mle,10,71,10,71
seg_q05,0.9,active-loglik,0.03,0.13580246913580246,11,11.0,11,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.4445350866526449,2.185228049759895,lower,lower,lower,0.4445350866526449,-2.185228049759895,-148.07607753001355,-1.8280997225927598,-0.7031337244849345,148.07607753001355,1.8280997225927598,0.7031337244849345,0.29453508665264494,0.0,3.2398859531790944,0.0,3.2398859531790944,3.2398859531790944,0.03999859201455672,0.0,0.0,1,0,0,-0.7357742506389706,1.2627236459093987,2.571889800700079,8.093516757028677,-88.39065521365791,80.29713845662923,0.9913226969954225,-80.29713845662923,-208.32307385670643,8.093516757028677,0.0,8.093516757028677,0.0,8.093516757028677,-0.7357742506389706,3.4479516956692935,-0.2912391639863257,1.2627236459093987,-4.85679276149372,4.5547686062829795,0.18760017483883593,0.6862624892145308,0.18760017483883593,0.6862624892145308,0.16554566807946108,0.5824143214143568,mle,mle,11,70,11,70
seg_q05,0.9,active-loglik,0.03,0.14814814814814814,12,12.0,12,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.3726689485660884,0.6378425188204695,lower,lower,lower,0.3726689485660884,-0.6378425188204695,-39.53910641581934,-0.4881371162446832,-0.7031337244849345,39.53910641581934,0.4881371162446832,0.7031337244849345,0.2226689485660884,0.0,2.6720273827930607,0.0,2.6720273827930607,2.6720273827930607,0.03298799238016124,0.0,0.0,1,0,0,-0.25696118218019076,1.068142353969642,2.571889800700079,3.0835341861622894,-73.7018224239053,70.618288237743,0.8718307189844815,-70.618288237743,-208.32307385670643,3.0835341861622894,0.0,3.0835341861622894,0.0,3.0835341861622894,-0.25696118218019076,1.7059848727901115,0.11570776638589764,1.068142353969642,-4.85679276149372,4.5547686062829795,0.18760017483883593,0.6942454645712712,0.18760017483883593,0.6942454645712712,0.2257877874172837,0.5353977328595346,mle,mle,12,69,12,69
seg_q05,0.9,active-loglik,0.03,0.16049382716049382,13,13.0,13,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.5019713444730372,-0.45256303497106487,lower,lower,lower,0.5019713444730372,0.45256303497106487,37.299913856181895,0.4604927636565666,-0.7031337244849345,-37.299913856181895,-0.4604927636565666,0.7031337244849345,0.35197134447303713,0.30256303497106485,4.575627478149483,20.57428637803241,25.149913856181893,25.149913856181893,0.3104927636565666,0.0,0.0,1,1,0,0.46815028401559283,0.44275358765850714,2.571889800700079,-6.085953692202707,-30.107243960778487,36.19319765298119,0.4468296006540888,-36.19319765298119,-208.32307385670643,-6.085953692202707,-30.107243960778487,-36.19319765298119,0.0,-36.19319765298119,0.46815028401559283,0.44275358765850714,0.9701216284886299,0.895316622629572,-4.85679276149372,4.5547686062829795,0.450826668805578,0.7022284399280116,0.450826668805578,0.7022284399280116,0.3855839685376557,0.49543590912630714,mle,mle,13,68,13,68
seg_q05,0.9,active-loglik,0.03,0.1728395061728395,14,14.0,14,0.16049382716049382,13,0.16049382716049382,0.0,13,-0.5203185709331524,-0.4494781600529619,lower,lower,lower,0.5203185709331524,0.4494781600529619,37.39949671661258,0.4617221816865751,-0.7031337244849345,-37.39949671661258,-0.4617221816865751,0.7031337244849345,0.37031857093315235,0.2994781600529619,5.184459993064133,20.06503672354845,25.249496716612583,25.249496716612583,0.3117221816865751,0.0,0.0,1,1,0,1.4408778508700844,0.4526995018969309,2.571889800700079,-20.17228991218118,-30.330866627094373,50.50315653927555,0.6234957597441426,-50.50315653927555,-208.32307385670643,-20.17228991218118,-30.330866627094373,-50.50315653927555,0.0,-50.50315653927555,1.4408778508700844,0.4526995018969309,1.9611964218032367,0.9021776619498928,-4.85679276149372,4.5547686062829795,1.3790134802088485,0.7102114152847515,1.3790134802088485,0.7102114152847515,0.9045887343996428,0.5002791325521261,mle,mle,14,67,14,67
