combo_id,num_runs,inequality_trim_fraction,lambda_activation_consensus,lambda_ineq_constraint,lambda_progress,max_iter,short_segment_penalty_c,truncated_inequality_z_threshold,MeanAbsCutpointError_mean,MeanAbsCutpointError_std,MeanConstraintErrorRaw_mean,MeanConstraintErrorRaw_std,MeanConstraintError_mean,MeanConstraintError_std,MeanStageSubgoalError_mean,MeanStageSubgoalError_std
0,1,0.05,1,0.06,0.0,5,0.0,0.4,9.9,0.0,0.00213359065519273,0.0,0.014153058780141932,0.0,0.03874224590440982,0.0
1,1,0.05,1,0.06,0.0,5,1.0,0.4,9.9,0.0,0.00213359065519273,0.0,0.014153058780141932,0.0,0.03874224590440982,0.0
3,1,0.05,1,0.06,0.1,5,0.0,0.4,9.9,0.0,0.00213359065519273,0.0,0.014153058780141932,0.0,0.03874224590440982,0.0
4,1,0.05,1,0.06,0.1,5,1.0,0.4,9.9,0.0,0.00213359065519273,0.0,0.014153058780141932,0.0,0.03874224590440982,0.0
6,1,0.05,1,0.06,0.5,5,0.0,0.4,9.9,0.0,0.00213359065519273,0.0,0.014153058780141932,0.0,0.03874224590440982,0.0
7,1,0.05,1,0.06,0.5,5,1.0,0.4,9.9,0.0,0.00213359065519273,0.0,0.014153058780141932,0.0,0.03874224590440982,0.0
2,1,0.05,1,0.06,0.0,5,3.0,0.4,10.133333333333335,0.0,0.00213348316905717,0.0,0.014165082346929817,0.0,0.0389160109148329,0.0
5,1,0.05,1,0.06,0.1,5,3.0,0.4,10.133333333333335,0.0,0.00213348316905717,0.0,0.014165082346929817,0.0,0.0389160109148329,0.0
8,1,0.05,1,0.06,0.5,5,3.0,0.4,10.133333333333335,0.0,0.00213348316905717,0.0,0.014165082346929817,0.0,0.0389160109148329,0.0
