combo_id,num_runs,feat_weight,gmm_K,MeanAbsCutpointError_mean,MeanAbsCutpointError_std,MeanConstraintErrorRaw_mean,MeanConstraintErrorRaw_std,MeanConstraintError_mean,MeanConstraintError_std,MeanStageSubgoalError_mean,MeanStageSubgoalError_std,TrainingLogLikelihoodFinal_mean,TrainingLogLikelihoodFinal_std
6,3,0.05,2,0.0,0.0,0.0036392056248921883,7.530272856107147e-06,0.012926886392096172,3.0065975991479395e-05,0.07738985814113822,0.0,100.81985167568983,4.880157934318286
2,3,0.05,1,0.0,0.0,0.003639803021075636,8.209544734557796e-06,0.012927853943238072,2.9538800779107287e-05,0.07738985814113822,0.0,98.793428013255,4.539122003217939
7,3,0.1,2,0.0,0.0,0.003631652496512082,2.430080267319312e-06,0.012935533568671656,8.407654403460887e-06,0.07738985814113822,0.0,291.7540852068574,3.89795971298432
3,3,0.1,1,0.0,0.0,0.00364604140180854,1.8462013276128075e-05,0.012950305882433332,1.8785908384827323e-05,0.07738985814113822,0.0,289.8479568523776,3.5968579566452923
5,3,0.02,2,2.266666666666666,1.4562763270549788,0.04703334626773553,0.010762360046149342,0.07331096490550205,0.01041080573155889,0.10587184217767676,0.03048905953678654,-12.20314762001579,4.232862809996825
1,3,0.02,1,3.600000000000001,1.6819301082057152,0.04672456126051777,0.01574453418146829,0.07892305263442158,0.02491205521402288,0.13506989651807544,0.03422254791278419,-10.439525431886965,8.605615834096417
4,3,0.01,2,13.377777777777778,4.487871171760725,0.08439071249910153,0.03614049882129977,0.17034943111807874,0.06818443325796111,0.32226864239642766,0.09614142121584382,-22.12836077953102,5.147645411315939
0,3,0.01,1,14.033333333333333,4.502920862761891,0.08528703427611795,0.03669142043380416,0.17553086572856724,0.07105478800000216,0.33416525013115544,0.09544516271183295,-26.8959163422025,4.397350912688651
