time_s,recording_time_s,x_m,y_m,z_m,qx,qy,qz,qw
0,6.519944668,0.6271762821,0.07207820734,0.400707108,-0.9967859797,-0.03546211744,0.02459234804,0.0674934468
0.02502202988,6.544966698,0.6284468328,0.07180506733,0.3976572921,-0.9966837885,-0.03470970604,0.02586012313,0.06890512379
0.05001044273,6.569955111,0.62969143,0.07158625042,0.3945770971,-0.9965795373,-0.03396805125,0.02681812119,0.0704001825
0.07502388954,6.594968557,0.6308518301,0.07140637935,0.3915674023,-0.996475413,-0.03326825458,0.02768753484,0.07185662818
0.09999012947,6.619934797,0.6319983693,0.07125642295,0.3887716259,-0.9963778619,-0.03258163666,0.02827174103,0.07328234333
0.1200129986,6.639957666,0.6329080808,0.07117219423,0.3865808524,-0.9963025424,-0.03205080532,0.02855248616,0.07442274836
0.1450254917,6.66497016,0.6340675229,0.07106903841,0.3839756192,-0.99621483,-0.03137211689,0.02862166557,0.07584591698
0.1698999405,6.689844608,0.6352741117,0.0709669118,0.3816319047,-0.9961372977,-0.0306742926,0.02832912772,0.07724656845
0.189991951,6.709936619,0.6362543872,0.07083957687,0.3799285209,-0.9960822556,-0.03007358288,0.0279842028,0.07831094428
0.2100052834,6.729949951,0.6372176998,0.0706326149,0.3783521662,-0.9960332483,-0.02942849729,0.02766525209,0.0792866044
0.2300083637,6.749953032,0.6381678957,0.07036237215,0.3768963924,-0.99599027,-0.0287594196,0.02739263524,0.0801618447
0.2548816204,6.774826288,0.6393571708,0.06998668043,0.3753104763,-0.9959435607,-0.02790839379,0.02699441963,0.08117171198
0.2748823166,6.794826984,0.6403038777,0.06968786269,0.3743629367,-0.995911345,-0.02724779409,0.02667563272,0.08189359694
0.2949120998,6.814856768,0.6411688263,0.06940250962,0.3735215638,-0.9958802327,-0.02664727425,0.02658230923,0.08249767163
0.3149263859,6.834871054,0.6419455219,0.0691076978,0.3727826194,-0.9958546527,-0.02609838102,0.02662023305,0.08296835785
0.3398997784,6.859844446,0.6428135305,0.06872290296,0.3719647248,-0.9958326007,-0.02545634554,0.02663208528,0.08342744059
0.359910965,6.879855633,0.6434485043,0.06842076179,0.3714149068,-0.9958209518,-0.02496699072,0.02660056387,0.0837238999
0.3800134659,6.899958134,0.6440418863,0.06811617914,0.3709651078,-0.9958166695,-0.02449387527,0.02651522023,0.08394137195
0.4000253677,6.919970036,0.6445859761,0.06777782355,0.3705971038,-0.9958218786,-0.02402129359,0.02639361595,0.08405439033
0.425014019,6.944958687,0.6451981726,0.06730043885,0.3702574775,-0.9958407969,-0.02340279654,0.02617991183,0.08407156768
0.4499943256,6.969938993,0.6457395588,0.06688733988,0.3701184056,-0.9958650256,-0.02286706508,0.02585360879,0.08403296449
0.4700314999,6.989976168,0.6460854783,0.06662687094,0.3701122943,-0.9958849864,-0.02253314257,0.02558641885,0.08396836668
0.4949994087,7.014944077,0.646442623,0.0662982744,0.3702412811,-0.9959181082,-0.02215614898,0.02519673202,0.08379350539
0.5150020123,7.03494668,0.6467040051,0.06599240236,0.3703745506,-0.9959518062,-0.02183633157,0.02487288659,0.08357340372
0.5399909019,7.05993557,0.6470683025,0.06562810885,0.3705979645,-0.9959904652,-0.0214278888,0.02440420376,0.08335630599
0.5600087643,7.079953432,0.6473336116,0.06541271115,0.3707815041,-0.9960147509,-0.02116851593,0.0240502842,0.08323517171
0.5850059986,7.104950666,0.6476453906,0.06523262056,0.3710416931,-0.996037309,-0.02091984088,0.02360357418,0.08315594207
0.605039835,7.124984503,0.6479094639,0.06513988558,0.3713081944,-0.996048991,-0.02075697335,0.02319797049,0.08317096743
0.6299834251,7.149928093,0.6482203541,0.06505873119,0.3716482891,-0.9960588429,-0.02058822227,0.02269970529,0.08323238562
0.650001049,7.169945717,0.6484602154,0.06501555461,0.37190508,-0.9960652033,-0.02047104332,0.02231814469,0.08328833987
0.6749560833,7.194900751,0.6486448927,0.06499118378,0.3720612772,-0.9960704659,-0.02038803406,0.02205452657,0.08331598272
0.6950144768,7.214959145,0.6487671705,0.06497170084,0.3721704522,-0.9960743475,-0.02033160457,0.02187517766,0.08333064693
0.720004797,7.239949465,0.6489236231,0.06500378022,0.3723411631,-0.9960760128,-0.02029426999,0.02160955913,0.08338912536
0.7450039387,7.264948606,0.6490347916,0.0651467525,0.3724799303,-0.9960760992,-0.02035844515,0.02141582229,0.08342242369
0.7650125027,7.28495717,0.649115327,0.06528861185,0.3725610408,-0.9960768918,-0.02043320093,0.02128910881,0.08342711684
0.7899875641,7.309932232,0.6491991196,0.06542298469,0.3726251789,-0.9960781241,-0.02049867399,0.02117399923,0.08342563583
0.8099997044,7.329944372,0.6492146224,0.06557851462,0.3726435519,-0.9960761851,-0.02060485359,0.02114634981,0.08342964347
0.8349845409,7.354929209,0.6492149643,0.06579838411,0.3726515808,-0.9960726722,-0.02076414477,0.02113756833,0.08343431657
0.8550179005,7.374962568,0.649203708,0.06602482159,0.3726368504,-0.9960685045,-0.02093249383,0.02115516328,0.083437546
0.8799111843,7.399855852,0.6491976261,0.06633369777,0.3726248087,-0.9960644221,-0.02115905041,0.02116398325,0.08342689919
0.9000096321,7.4199543,0.6491953472,0.06658597155,0.3726217733,-0.9960627722,-0.02134296807,0.02116310516,0.08339996722
0.9200518131,7.439996481,0.6491929486,0.06682304059,0.3726119687,-0.9960622239,-0.02151517829,0.02116735516,0.08336117945
0.9449706078,7.464915276,0.6492027473,0.06702264031,0.3725783807,-0.9960643254,-0.02165275113,0.02117889975,0.08329749218
0.9650051594,7.484949827,0.6492282656,0.06704567691,0.3725236317,-0.9960716883,-0.02165217744,0.02119423638,0.08320564505
0.9899330139,7.509877682,0.6492611312,0.06692624908,0.3723919476,-0.9960898182,-0.02153794757,0.02125928182,0.08300140834
1.00995636,7.529901028,0.6492798625,0.06678512734,0.3722312561,-0.9961091258,-0.02141208358,0.02135508371,0.08277736787
1.029988766,7.549933434,0.6493006541,0.06663111455,0.3720447431,-0.9961324191,-0.02127425095,0.02146357222,0.08250409093
1.050012589,7.569957256,0.6493323644,0.06643847173,0.3718465239,-0.9961610158,-0.02110066275,0.02156726185,0.082175701
1.070043564,7.589988232,0.6493753634,0.06619582667,0.3716374064,-0.9961945311,-0.0208833261,0.02166777809,0.08179761818
1.095027924,7.614972591,0.6494301113,0.06585033422,0.3714012103,-0.9962379653,-0.02058150149,0.02177465113,0.08131532955
1.115056753,7.635001421,0.6494691696,0.06556270239,0.3712221113,-0.9962720882,-0.02033541956,0.02185864081,0.08093575689
1.140015841,7.659960508,0.6495235515,0.06509820086,0.3709438103,-0.9963213908,-0.01994531994,0.02199404193,0.08038739075
1.160018206,7.679962873,0.6495710654,0.06467256315,0.3706860545,-0.9963653119,-0.0195870307,0.02212360484,0.07989405188
1.185018778,7.704963446,0.649625952,0.06413105393,0.3702899903,-0.9964238064,-0.01912887674,0.0223423868,0.07921175378
1.210004807,7.729949474,0.6496953333,0.06350590702,0.369825272,-0.9964930508,-0.0185980614,0.02259157123,0.07839217216
1.230006695,7.749951363,0.6497607048,0.06290752939,0.3694099824,-0.9965562432,-0.01809036889,0.0228086734,0.07764120797
1.250041008,7.769985676,0.6498228744,0.06233256351,0.3689731876,-0.9966204478,-0.01759924027,0.02304416212,0.07685646558
1.275032282,7.79497695,0.6498935968,0.06177108437,0.3684783172,-0.9967022758,-0.01710864711,0.02329944203,0.07582218456
1.300019503,7.81996417,0.649958028,0.06151552738,0.368025138,-0.9967863139,-0.01683959847,0.02351826392,0.074701831
1.32003212,7.839976788,0.649977471,0.06158829844,0.367660023,-0.9968489079,-0.01683981252,0.02371408665,0.07379917076
1.345048189,7.864992857,0.6499723486,0.06199327145,0.3671525388,-0.9969256613,-0.01708863167,0.02400462064,0.07260153381
1.370024443,7.88996911,0.6499521128,0.0625822163,0.3665529012,-0.9970136147,-0.01749232131,0.02434787483,0.07116917662
1.395033836,7.914978504,0.6499045798,0.063316307,0.3658713236,-0.9971109416,-0.01798702891,0.0247617749,0.06952043858
1.420004606,7.939949274,0.649806819,0.06431195382,0.3651135514,-0.9972106092,-0.01867613393,0.02526969269,0.06770262662
1.440024853,7.959969521,0.649720863,0.06538266247,0.3644852116,-0.9972892794,-0.01943559741,0.02566171713,0.0661651489
1.464975119,7.984919786,0.6496726531,0.0668508084,0.363737624,-0.9973993692,-0.02048757813,0.02603657372,0.06400667448
1.485024452,8.00496912,0.6497261389,0.06809297906,0.363207991,-0.9975106422,-0.02155966274,0.0260958965,0.06186035811
1.510006428,8.029951096,0.6498543449,0.06964550034,0.3625539185,-0.9977111177,-0.0237347764,0.02570549103,0.0578654802
1.535027742,8.05497241,0.6500463236,0.07122521113,0.3619526082,-0.9979453787,-0.02675166009,0.02482662138,0.05265936485
1.560006142,8.079950809,0.650411011,0.07268395857,0.3613893568,-0.9981921329,-0.03039762544,0.02342017748,0.0462595454
1.580052853,8.09999752,0.6507566389,0.07378023299,0.3609471448,-0.998372202,-0.03369536792,0.02203629944,0.04039764784
1.605006456,8.124951124,0.6512216181,0.07510263842,0.3604166949,-0.9985429017,-0.03819384753,0.02007080865,0.03241089499
1.625061512,8.14500618,0.6516381146,0.07606615986,0.360008657,-0.9986221291,-0.04195602261,0.01834327291,0.0256331789
1.650019646,8.169964314,0.6521950197,0.07710780771,0.3594921415,-0.9986371179,-0.04673413907,0.01607870443,0.01677206517
1.675035477,8.194980145,0.6526920691,0.07796124154,0.3589008714,-0.9985490961,-0.05140766184,0.01395724924,0.007883537307
1.700032473,8.21997714,0.6528943738,0.07898549269,0.3581324828,0.9983561002,0.05596070277,-0.01238614339,0.0002848226469
1.720038891,8.239983559,0.6528036877,0.0800751102,0.3573837228,0.9981436622,0.05948134568,-0.01163766568,0.005980288113
1.745043516,8.264988184,0.6523928841,0.08156005532,0.3562747627,0.9978378668,0.06360052305,-0.01126457979,0.01215212771
1.770001173,8.289945841,0.6518508848,0.08290651944,0.3551195313,0.9975190751,0.06725902813,-0.01122707388,0.0174891603
1.790026665,8.309971333,0.6513456555,0.08389237694,0.3541974949,0.9972700184,0.06983348319,-0.011416839,0.02110570522
1.815010309,8.334954977,0.6506375175,0.0850689297,0.3530832526,0.9969836742,0.07260684114,-0.01189354497,0.02470513309
1.835019588,8.354964256,0.650038615,0.08596627227,0.3522529638,0.9967891701,0.07442517458,-0.0124390374,0.02678645464
1.855024338,8.374969006,0.6494311259,0.08675846495,0.3514832155,0.9966343499,0.07584437629,-0.01310799213,0.02820963756
1.880016565,8.399961233,0.6486834293,0.08765622579,0.3506667014,0.9965057892,0.07706398478,-0.0140711706,0.02897165026
1.900031567,8.419976234,0.6480983916,0.08825597527,0.3501062912,0.9964384354,0.077753466,-0.01487166434,0.02904611174
1.925024271,8.444968939,0.647434486,0.08882105146,0.3495195582,0.9963710138,0.07846959552,-0.01575662037,0.02896643503
1.945035696,8.464980364,0.6469814455,0.0892647991,0.3491937819,0.9963283192,0.07900039158,-0.01630466659,0.02868756417
1.970014811,8.489959478,0.6465487587,0.08979883169,0.348952084,0.9962855415,0.07958348348,-0.01677822746,0.02828568442
1.990020752,8.50996542,0.646281709,0.09026056177,0.3488651628,0.9962559358,0.08003638308,-0.01701449223,0.02790689684
2.014915943,8.534860611,0.6460542689,0.09085605921,0.3488791327,0.9962259704,0.08056596893,-0.01713491157,0.02737398972
2.034969091,8.554913759,0.6459904091,0.09127229411,0.3489900774,0.9962122746,0.08089083671,-0.01707019535,0.02695152692
2.055000067,8.574944735,0.6459446496,0.09173786184,0.349159404,0.9961978874,0.08124081785,-0.01693814482,0.02651033497
2.075016975,8.594961643,0.6458762969,0.09231254755,0.3493599867,0.9961785561,0.08167693484,-0.01679717646,0.02598110024
2.095031977,8.614976645,0.6457755663,0.09297892169,0.3495565525,0.9961537988,0.08219398644,-0.01667846719,0.0253690059
2.119952679,8.639897346,0.6456541821,0.09386872047,0.3498304359,0.9961206865,0.08287918767,-0.01649937045,0.02454361188
2.145009756,8.664954424,0.6455526103,0.0947050869,0.3501317544,0.9960903577,0.08351606604,-0.01628999711,0.02374240872
2.165029526,8.684974194,0.6454720145,0.09529592803,0.3503442104,0.9960679757,0.08396952208,-0.01615156026,0.02316968261
2.189993382,8.709938049,0.6453690456,0.0959590043,0.3505596289,0.9960406784,0.08448435483,-0.01602167856,0.0225536376
2.214986324,8.734930992,0.6452823616,0.09657122942,0.3507538886,0.9960151726,0.08495536613,-0.01589604588,0.02199266989
2.234991789,8.754936457,0.6452172633,0.09701000332,0.3508749839,0.9959962542,0.08529463645,-0.01582300096,0.02158516403
2.255007982,8.77495265,0.6451600803,0.09735305763,0.3509466675,0.9959807163,0.0855628129,-0.01578863351,0.02126351096
2.280011177,8.799955845,0.6451024771,0.09765734417,0.3510085779,0.9959663739,0.085804113,-0.0157641608,0.02097921586
2.305030584,8.824975252,0.6450745942,0.09785256694,0.3510502243,0.9959578563,0.08595473418,-0.01573955089,0.02078457822
2.329999685,8.849944353,0.6450656533,0.09791129235,0.3510274186,0.9959548591,0.08600100157,-0.01576006754,0.02072116277
2.354933023,8.874877691,0.6450568303,0.09790224371,0.3509531942,0.9959538777,0.08600145434,-0.01582466934,0.02071721802
2.37493515,8.894879818,0.6450517581,0.09788730396,0.35089817,0.9959537232,0.08599675193,-0.01587276885,0.02070736685
2.399893522,8.91983819,0.6450483931,0.0978897406,0.3508413359,0.9959531742,0.08599979063,-0.01591975427,0.02068507344
2.424896002,8.94484067,0.645045215,0.09786561412,0.3507530062,0.9959534835,0.08598682114,-0.01599375609,0.02066700177
2.444963455,8.964908123,0.6450446015,0.09782668369,0.3506658534,0.9959544678,0.08596513105,-0.01606559564,0.02065408065
2.464993,8.984937668,0.6450450462,0.09780373321,0.3505499235,0.9959546833,0.08595053135,-0.01615682533,0.02063327243
2.484995127,9.004939795,0.6450441957,0.09779850381,0.3503709815,0.9959537344,0.08594512219,-0.01629714932,0.02059120579
2.51001358,9.029958248,0.6450146399,0.09777780935,0.3499716022,0.9959496925,0.08594367419,-0.01663256208,0.02052444502
2.53499341,9.054938078,0.644992094,0.09770563484,0.3493939445,0.9959462872,0.0859121882,-0.01710122693,0.02043616969
2.559969902,9.07991457,0.6449998483,0.09759646911,0.3487123539,0.9959458089,0.08583866056,-0.01763018793,0.02031862468
2.58493042,9.104875088,0.6450032403,0.09746808827,0.3478643791,0.9959436178,0.08575579013,-0.01829082704,0.02019158662
2.60498786,9.124932528,0.6450049375,0.09737867594,0.3471109359,0.9959400695,0.08569961537,-0.01887403275,0.02006800585
2.629982471,9.149927139,0.6449890369,0.09730961474,0.3460342298,0.995930436,0.0856646684,-0.01971588591,0.01988504763
2.654909849,9.174854517,0.6449673662,0.09727854476,0.3448578306,0.9959168084,0.08565715232,-0.020626108,0.01967553393
2.674921513,9.19486618,0.6449526723,0.09724701905,0.3438665516,0.9959057232,0.08564425475,-0.02137698473,0.01949042662
2.695017815,9.214962482,0.6449374971,0.09720561274,0.3428416918,0.9958934365,0.08563314665,-0.02214790529,0.01930537725
2.720015049,9.239959717,0.6449232625,0.0971668201,0.3415469657,0.9958780943,0.08562052692,-0.02308856315,0.01904901414
2.740032673,9.259977341,0.6449235818,0.09718864413,0.3405391383,0.9958677516,0.08563893553,-0.02368811375,0.01876878533
2.765027046,9.284971714,0.6450057447,0.09737651073,0.3393627842,0.9958675224,0.08577191311,-0.02371407376,0.01813006911
2.789935589,9.309880257,0.6451828049,0.09770807212,0.3383848658,0.9958850092,0.08597419168,-0.02293407259,0.01719055412
2.81001544,9.329960108,0.6453720919,0.09794150665,0.3377421122,0.9959096454,0.0860931693,-0.02197786399,0.01639871459
2.835018873,9.354963541,0.64564828,0.09808649466,0.337029607,0.9959511998,0.08612517599,-0.02057341104,0.01550472501
2.85999155,9.379936218,0.6459429666,0.09820113907,0.3364652624,0.9959946107,0.08612970479,-0.01901051899,0.01466320611
2.884991169,9.404935837,0.6462442339,0.09825589073,0.336074015,0.9960393333,0.08608359305,-0.01738022147,0.01389926166
2.909994125,9.429938793,0.6465425463,0.09827983905,0.3358113898,0.9960823751,0.08601858702,-0.01571324426,0.01318327167
2.934970379,9.454915047,0.6468247303,0.09834501408,0.3356178011,0.9961185118,0.08598859086,-0.0140647187,0.01249225138
2.959988117,9.479932785,0.6470906559,0.09841858795,0.335568255,0.9961498101,0.08596520785,-0.01243693699,0.01186850965
2.984979391,9.504924059,0.6473346335,0.09839444735,0.3355644398,0.9961798363,0.08587604429,-0.01103879768,0.01136589859
3.005002975,9.524947643,0.6475116797,0.09814939865,0.3355407732,0.9962126164,0.08564774929,-0.01017618792,0.01101504547
3.02995491,9.549899578,0.6476863916,0.09771669672,0.335519158,0.9962545824,0.08528468498,-0.009479846491,0.01065186146
3.049987793,9.569932461,0.64782808,0.09726698253,0.3355481699,0.9962935916,0.08491387417,-0.009038079087,0.01034535934
3.075011253,9.594955921,0.6480226445,0.09653158117,0.3355988504,0.9963527054,0.08431936909,-0.00852205711,0.009945094693
3.099993467,9.619938135,0.6482233383,0.09569192917,0.3356800331,0.9964175697,0.08364808723,-0.008055642164,0.009493729933
3.124944687,9.644889355,0.6484388808,0.09465259834,0.3358129987,0.996494361,0.08282163528,-0.007652506271,0.009000246993
3.145017624,9.664962292,0.648620375,0.09375459685,0.3359512221,0.9965603432,0.08210620729,-0.007308503042,0.008522849192
3.169971466,9.689916134,0.6488357403,0.09251431724,0.3361402726,0.9966478646,0.08112739278,-0.007014497077,0.007885242411
3.194943905,9.714888573,0.6490082646,0.09134500158,0.3363690765,0.9967277933,0.08021808814,-0.006885016246,0.007166650154
3.219882965,9.739827633,0.649149787,0.09040913058,0.3366733518,0.9967939921,0.07948264902,-0.006711091018,0.006261548517
3.239937782,9.75988245,0.6492519442,0.08976113782,0.3369712307,0.9968415235,0.07896073651,-0.006530474102,0.005434344761
3.259947538,9.779892206,0.6493585748,0.08909665676,0.3372963512,0.9968895594,0.07842387811,-0.00632826274,0.004566708679
3.284949303,9.80489397,0.64946579,0.08841176348,0.3377478406,0.9969399599,0.07786338663,-0.006057632744,0.003363698176
3.30992794,9.829872608,0.6495293217,0.08803091022,0.3382559218,0.9969709984,0.07753459971,-0.005756451478,0.002019260174
3.32993865,9.849883318,0.6495569744,0.08791803413,0.3386975886,0.9969833037,0.07741690315,-0.005490634856,0.0008765015787
3.349942446,9.869887114,0.6495726542,0.08792234221,0.3391516264,-0.9969873384,-0.07738887078,0.005208945839,0.0002769906545
3.369943857,9.889888525,0.6495841072,0.08796755633,0.3396056145,-0.9969875151,-0.07739289353,0.004923780163,0.001411075416
3.394966364,9.914911032,0.649603218,0.08794820071,0.3401451613,-0.9969903296,-0.07734054268,0.004596230183,0.002756419728
