time_s,recording_time_s,x_m,y_m,z_m,qx,qy,qz,qw
0,58.33960795,0.6371911281,0.1205709822,0.4034067245,-0.9975069934,0.02465925999,-0.03419157572,0.05659200533
0.02001595497,58.35962391,0.6373144421,0.1215135012,0.4017572053,-0.997373398,0.02635425133,-0.03310649301,0.05878536002
0.04504990578,58.38465786,0.6376681755,0.1224506655,0.3993755813,-0.9972172416,0.02858215629,-0.03132880743,0.06131345046
0.07004189491,58.40964985,0.6384418768,0.1233019322,0.396721752,-0.99703964,0.0309298408,-0.02953067534,0.0639002388
0.09004330635,58.42965126,0.6393178364,0.1239078494,0.3943284937,-0.9968853148,0.03289161467,-0.02802495065,0.06597281948
0.1100447178,58.44965267,0.6402966283,0.1245119955,0.3918019153,-0.9967396769,0.03478962904,-0.02632863055,0.06787121188
0.1350429058,58.47465086,0.6417143434,0.1250198068,0.3885225187,-0.9965848984,0.03718859536,-0.0239448795,0.06972941535
0.1600115299,58.49961948,0.6434315778,0.1253033817,0.3851368117,-0.9964508551,0.03956896047,-0.02154272463,0.07110486461
0.1800382137,58.51964617,0.6449947802,0.1254742611,0.3824823652,-0.99634282,0.0414144414,-0.01987731738,0.07204666014
0.2049446106,58.54455256,0.6469764151,0.1256725889,0.3792663216,-0.9962208304,0.04353109179,-0.01810410892,0.07294753136
0.2249565125,58.56456447,0.6486768995,0.1258048549,0.3770006131,-0.9961344731,0.04506940099,-0.01722422553,0.07340426875
0.2500350475,58.589643,0.6510177105,0.1259482736,0.3746822539,-0.9960264198,0.04692433441,-0.01688678684,0.07378559726
0.2749483585,58.61455631,0.6533407236,0.1263138429,0.3727736922,-0.9959424171,0.04825961808,-0.01706358934,0.07401719345
0.300000906,58.63960886,0.6556687041,0.1267354503,0.3713696558,-0.9958566619,0.04943464684,-0.01770813809,0.07424383193
0.3249566555,58.66456461,0.6579880567,0.1272088942,0.3703250203,-0.9957620095,0.05055463487,-0.01862885482,0.07453331477
0.3500263691,58.68963432,0.6603616848,0.127610192,0.3695048691,-0.9956561906,0.0517395136,-0.01977690476,0.07483746964
0.3748393059,58.71444726,0.662668527,0.1279294212,0.3687864004,-0.995551497,0.05292944956,-0.02097546869,0.07507143266
0.3950233459,58.7346313,0.6644093889,0.1281700787,0.3682547056,-0.9954726072,0.05383588657,-0.02190894733,0.07520627404
0.4150242805,58.75463223,0.6661228869,0.1283687011,0.3679409059,-0.9953886581,0.05473244145,-0.02299165159,0.07534695222
0.4400639534,58.77967191,0.6681644911,0.1284325695,0.3675212232,-0.9952921521,0.0558984933,-0.0242583426,0.0753685822
0.465023756,58.80463171,0.6701232291,0.1282267544,0.3672963193,-0.9951935244,0.05717047469,-0.02563883449,0.07525979038
0.4899384975,58.82954645,0.6718932749,0.1280830113,0.3672294939,-0.9951002814,0.05827911989,-0.02699122696,0.07516946102
0.5149047375,58.85451269,0.6734782482,0.1280053204,0.3672315311,-0.9950136837,0.05925139655,-0.02826550164,0.07508730074
0.5349152088,58.87452316,0.6746622295,0.127821229,0.367282747,-0.9949468326,0.06007742714,-0.02924966199,0.07493971123
0.5549714565,58.89457941,0.6757683893,0.127474423,0.3673364622,-0.9948836335,0.06098280805,-0.03018852283,0.07467466839
0.5749809742,58.91458893,0.6767993243,0.1269821924,0.3674007034,-0.9948246929,0.06195897927,-0.03108017154,0.07428955634
0.6000006199,58.93960857,0.6780006967,0.1260700596,0.367446077,-0.9947581573,0.06327689442,-0.03213488858,0.07361787839
0.6250047684,58.96461272,0.6790962051,0.1249930709,0.3675398268,-0.9946960826,0.06461067404,-0.03316594555,0.07283669503
0.6499922276,58.98960018,0.6799676948,0.1239058997,0.3676250696,-0.9946529352,0.06577398423,-0.03400391565,0.07199343899
0.6700072289,59.00961518,0.6804517168,0.1231836586,0.3676522216,-0.9946344406,0.06647716997,-0.0344966201,0.07136594891
0.690030098,59.02963805,0.6808043974,0.1225407996,0.3676309132,-0.994623285,0.06705984109,-0.0348406036,0.07080699829
0.7149786949,59.05458665,0.68111364,0.1218242115,0.3675124694,-0.9946198423,0.06766551084,-0.03509472192,0.07015061263
