time_s,recording_time_s,x_m,y_m,z_m,qx,qy,qz,qw
0,87.53442764,0.6021989689,0.1273871356,0.3972779317,-0.9997725259,0.005652429822,-0.005991168599,0.01967364552
0.02001023293,87.55443788,0.6037787841,0.1273539619,0.3956921212,-0.999737666,0.007215424998,-0.00524026227,0.02109683522
0.04500174522,87.57942939,0.605856428,0.127205606,0.3938343316,-0.9996858054,0.009142774729,-0.004474309039,0.02290591181
0.06995296478,87.60438061,0.6079967458,0.1270819626,0.3920027674,-0.999628362,0.01074918598,-0.00380805139,0.02476068773
0.09499335289,87.629421,0.6101194711,0.1269650511,0.3901688666,-0.9995681246,0.0121115052,-0.00314416123,0.02658928244
0.1199338436,87.65436149,0.6122073016,0.1269808032,0.3884097412,-0.9995047424,0.01337354637,-0.002550194475,0.02837101895
0.1399843693,87.67441201,0.6138246456,0.1270436495,0.3869564986,-0.9994517763,0.01432876683,-0.002021604359,0.02977828918
0.1649668217,87.69939446,0.6157047813,0.127322532,0.3849962956,-0.9993857056,0.01531051624,-0.001194638975,0.03150194106
0.1849956512,87.71942329,0.6171691555,0.1276311012,0.3834099965,-0.9993322964,0.01601708959,-0.0005259048258,0.03283500647
0.2099587917,87.74438643,0.618910558,0.1281058314,0.3813713352,-0.9992662805,0.01678223912,0.0003620696034,0.0344256597
0.2299616337,87.76438928,0.6202522592,0.1285028625,0.3796735446,-0.999212901,0.01735653225,0.001132196987,0.03565175039
0.2549040318,87.78933167,0.621901067,0.1290145189,0.3775703167,-0.9991486844,0.01799107786,0.002007619437,0.0370701636
0.2749116421,87.80933928,0.6231668178,0.1294393509,0.3758743821,-0.9991034484,0.0183829405,0.002652404739,0.03804381256
0.2998912334,87.83431888,0.6246844187,0.1299471261,0.3737516757,-0.999056537,0.01876849903,0.003359655939,0.03901912402
0.3248846531,87.8593123,0.6261411189,0.1304731899,0.3717351509,-0.9990239996,0.0190094236,0.003829761374,0.03968656018
0.3450078964,87.87943554,0.6272432423,0.1309188358,0.3701172625,-0.9990081811,0.01906164888,0.004130879788,0.04002803352
0.3650252819,87.89945292,0.6283081624,0.1313564182,0.3685414461,-0.9990009531,0.01898869319,0.004328865326,0.04022171227
0.389986515,87.92441416,0.6296193611,0.1318208699,0.3666047499,-0.9990050693,0.01878222465,0.004413300835,0.04020724298
0.4149849415,87.94941258,0.630957898,0.1321513315,0.3648477157,-0.9990217585,0.01851815874,0.00418452814,0.03993862135
0.4399785995,87.97440624,0.6322185464,0.1324180055,0.3631521238,-0.9990490059,0.01814373549,0.003843231278,0.0394603383
0.4649167061,87.99934435,0.633454251,0.1326063766,0.3615556604,-0.9990818902,0.01775700088,0.003372548919,0.03884187877
0.4849739075,88.01940155,0.6344511636,0.1327104736,0.3603922481,-0.9991128785,0.01740283537,0.0028422884,0.03824289145
0.504979372,88.03940701,0.6354532346,0.1327772455,0.3594168467,-0.9991455953,0.01704704837,0.002132412683,0.03758896521
0.5249891281,88.05941677,0.6364308948,0.1328742816,0.3585546019,-0.9991776509,0.0166814869,0.001362320461,0.03693093455
