combo_id,num_runs,segmenter.duration_weight,segmenter.sticky,MeanAbsCutpointError_mean,MeanAbsCutpointError_std,MeanConstraintErrorRaw_mean,MeanConstraintErrorRaw_std,MeanConstraintError_mean,MeanConstraintError_std,MeanStageSubgoalError_mean,MeanStageSubgoalError_std,PosthocFeatureObjectiveFinal_mean,PosthocFeatureObjectiveFinal_std,PosthocObjectiveFinal_mean,PosthocObjectiveFinal_std,SegmentationLogLikelihoodFinal_mean,SegmentationLogLikelihoodFinal_std
1,5,100.0,10.0,15.780000000000001,5.7927387496953635,0.047107553292880744,0.027537522497405084,0.07150582629340475,0.039430809726597814,0.31003053044103435,0.11178617036597767,-5749999577.23455,2898275678.296804,-5749999577.23455,2898275678.296804,171.65363424751155,53.23295981291776
4,5,100.0,100.0,15.746666666666664,5.8272387209647665,0.04710031169258703,0.02754850683689876,0.07150817124689489,0.039427715146594454,0.3089231591788617,0.11259360718897037,-5949999572.071601,2976575508.1883316,-5949999572.071601,2976575508.1883316,172.0866199916777,53.70510976659467
7,5,100.0,400.0,15.746666666666664,5.8272387209647665,0.04710031169258703,0.02754850683689876,0.07150817124689489,0.039427715146594454,0.3089231591788617,0.11259360718897037,-5949999572.071601,2976575508.1883316,-5949999572.071601,2976575508.1883316,170.87129863973087,53.97350638998745
2,5,400.0,10.0,16.48,6.116992725187761,0.04872833015717017,0.024625488565622716,0.07287882335111366,0.036626137913364984,0.31680897877058084,0.11379419449298661,-5299999639.103195,2628688155.205862,-5299999639.103195,2628688155.205862,-2372.5485323361763,32.517279665846075
5,5,400.0,100.0,16.48,6.116992725187761,0.04872833015717017,0.024625488565622716,0.07287882335111366,0.036626137913364984,0.31680897877058084,0.11379419449298661,-5299999639.103195,2628688155.205862,-5299999639.103195,2628688155.205862,-2372.910245389418,32.61954771784205
8,5,400.0,400.0,16.48,6.116992725187761,0.04872833015717017,0.024625488565622716,0.07287882335111366,0.036626137913364984,0.31680897877058084,0.11379419449298661,-5299999639.103195,2628688155.205862,-5299999639.103195,2628688155.205862,-2374.1387309782194,32.73721273500464
0,5,10.0,10.0,14.873333333333331,6.061734258627824,0.048828892340294576,0.026948875390755876,0.0738313847226132,0.03718755707398864,0.30218910293678936,0.11106864319131511,-2099999488.1305923,3292415940.93324,-2099999488.1305923,3292415940.93324,1019.8558074765384,74.9338261240483
3,5,10.0,100.0,14.866666666666665,6.060069673233504,0.048828263552661524,0.02694888229870822,0.0738466802768175,0.037184815044272776,0.30215932945544355,0.11106054220072048,-2099999490.4248307,3292415940.8635573,-2099999490.4248307,3292415940.8635573,1019.4985692116836,75.00159146426724
6,5,10.0,400.0,14.853333333333333,6.056827185544882,0.048849277440862274,0.02694868322768851,0.07392068768721421,0.03717190049677162,0.30211098173768647,0.11104745415918865,-2099999489.3558388,3292415940.8960257,-2099999489.3558388,3292415940.8960257,1018.2736411138612,75.15708431567721
