combo_id,num_runs,feat_weight,MeanAbsCutpointError_mean,MeanAbsCutpointError_std,MeanConstraintError_mean,MeanConstraintError_std
5,7,2.0,11.857142857142858,5.586810268802033,0.0740443964573169,0.07133419880173318
4,7,1.0,11.525000000000002,6.777457382487077,0.0818658900212266,0.06663363260868473
3,7,0.5,10.842857142857143,7.036762068463255,0.08200543840504289,0.08658396346379256
1,7,0.1,9.289285714285715,8.786778390843592,0.10379472859963121,0.0888375644715098
0,7,0.05,9.971428571428572,8.523993746346552,0.10462278716056615,0.08993401331008508
2,7,0.2,9.235714285714286,8.987758114144336,0.11708391005560857,0.10209281567947277
